标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
伊河路家属院 低楼层  精装修 可贷款,工人路35号   ,3室1厅,73.17平米,南 北,6,未知, 郑州晚报社 ,110,15034
风和日丽家园，带电梯，标准三室，全明户型，朝南,风和日丽家园   ,3室2厅,89.49平米,西南,34,未知, 五龙口 ,103,11510
伊小旁，采光好，小区停车方便，业主诚心出售，,19中家属院   ,3室1厅,74.48平米,南 北,5,未知, 郑州晚报社 ,105,14098
二环内，小高层下楼就是公园，老人孩子周末休闲好去处,九龙城天悦龙庭   ,2室1厅,88.93平米,西南,18,未知, 五龙口 ,106,11920
户型好，楼层好，采光好，配套设施齐全，交通便利,五建新街坊5号院   ,3室2厅,88.02平米,南,34,未知, 热电厂 ,107,12157
锦艺旁，金水路，洋房社区，精装修，拎包入住,正商金域世家   ,2室2厅,89.79平米,南 北,34,未知, 五龙口 ,105,11694
楼层低，三室，单位家属院，满五唯一,19中家属院   ,3室1厅,74.48平米,南 北,5,未知, 郑州晚报社 ,105,14098
锦绣城 89平精装三房 楼层好 采光视野好 诚心出售,盛润锦绣城西院   ,3室2厅,88.25平米,南,34,未知, 王府井 ,119,13485
锦艺一期 89平南北通透3居室 双阳台 前面无遮挡,锦艺国际华都欧尚   ,3室1厅,88.96平米,南 北,33,未知, 热电厂 ,109,12253
绿园精致装修三开间朝南小三居   业主换房诚售,城开绿城绿园B区   ,3室2厅,89.82平米,南,32,未知, 五龙口 ,103,11468
17年小区 人车分流 毛坯小三室  业主急售！,九龙国际   ,3室1厅,87.98平米,南,25,未知, 五龙口 ,106,12117
户型方正！采光无忧！税费低！装修干净!拎包即住！,陇海西路55号院   ,3室1厅,79.38平米,南 北,5,未知, 郑州晚报社 ,108,13606
急 售  好房 好楼层 满屋五一 没有抵押贷款 看房方便,方圆经纬社区   ,3室2厅,85.71平米,南 东南,31,未知, 王府井 ,100,11668
房子满五不唯一 户型好，方正，总价低，中间楼层,19中家属院   ,3室1厅,75.02平米,南 北,5,未知, 郑州晚报社 ,110,14663
一楼 工人路伊河路口 采光好 市政大暖,煤炭设计院家属院南院   ,3室1厅,77.24平米,南 北,7,未知, 郑州晚报社 ,115,14889
伊河路工人路 南北通透三房 采光好 生活方便,伊河路148   ,3室1厅,76.87平米,南 北,4,未知, 郑州晚报社 ,117,15221
桐一外小精装修南北通透户型可商贷，,文化宫路104号   ,2室1厅,77.33平米,南 北,7,未知, 郑州晚报社 ,102,13191
茜城花园，满五唯一，看房方便，一手业主，诚心出售,伊河路40号院   ,2室1厅,89.18平米,南,11,未知, 郑州晚报社 ,120,13456
晚报社家属院，伊河路南50米，上学方便，房龄新可贷款,工人路26号院   ,3室2厅,87.9平米,南 北,7,未知, 郑州晚报社 ,106,12060
伊河路小   单位家属院  双气新上,工人路18号   ,2室2厅,87.75平米,南 北,6,未知, 郑州晚报社 ,110,12536
好楼层，好采光，好户型，2梯4户，绿城品质,城开绿城绿园   ,3室2厅,89.63平米,南,32,未知, 五龙口 ,109,12162
农业高架 精装双气电梯三房 两梯四户全款房满五不唯一房主自荐,升龙天汇9号院   ,3室2厅,89.78平米,南,33,未知, 月季公园 ,108,12030
双地铁  锦艺商圈  两卧室朝南  视野开阔,锦艺国际华都濠庭   ,2室1厅,86.13平米,南,29,未知, 热电厂 ,110,12772
农业路旁，87平小三房，次新小区业主诚心出售,九龙国际   ,3室2厅,86.27平米,南,34,未知, 五龙口 ,105,12172
南北通透格局  户型方正 配套齐全,锦艺国际华都欧尚   ,3室1厅,89.02平米,南 北,33,未知, 热电厂 ,119,13368
全屋品牌装修 拎包入住 好楼层 业主诚意出售,正商金域世家   ,2室2厅,89.69平米,南,34,未知, 五龙口 ,102,11373
【贝壳优选】精装小三房，好楼层，业主诚心出售,阳光城丽景公馆南苑   ,3室2厅,88.96平米,南,34,未知, 中原万达 ,112,12590
1梯两户  南北通透 秦岭路地铁口300米 配套成熟,金源第一城   ,2室2厅,87.04平米,南 北,6,未知, 热电厂 ,110,12638
南北t通透，楼层，楼栋位置好。采光不遮挡,锦艺国际华都美域   ,3室1厅,89.48平米,南 北,33,未知, 热电厂 ,118,13188
农业路旁  优质小三居  好楼层  拎包入住,九龙国际   ,3室1厅,87.01平米,南,34,未知, 五龙口 ,113,12988
视野开阔，配套齐全，双地铁口，经典三房，价格合理,锦艺国际华都欧尚   ,3室1厅,89.02平米,南 北,33,未知, 热电厂 ,108,12133
房子楼层好，精装修温馨两房，业主诚心出售，伊河路,林山寨村   ,2室2厅,77.62平米,南,7,未知, 郑州晚报社 ,115,14816
人车分流 一号地铁口 五建新街坊5号院 次新小区 急售,五建新街坊5号院   ,3室1厅,88.37平米,南,34,未知, 热电厂 ,106,11996
客厅带阳台户型，好位置无遮挡，满五唯一,正商金域世家   ,2室2厅,88.63平米,南,34,未知, 五龙口 ,114,12863
十号院纯南大两房，双气满五年，交通便利，育红,升龙天汇10号院   ,2室2厅,84.75平米,南,33,未知, 月季公园 ,100,11800
三环内，地铁6号线，小高层，永威品质，精装,永威西苑   ,3室2厅,89.77平米,南 北,15,未知, 儿童公园 ,106,11808
《贝壳优选》不临高架 精装20万 中间层 视野好采光好,和昌湾景国际   ,3室2厅,87.92平米,南,34,未知, 儿童公园 ,106,12057
金二环 满五唯一 人车分流 视野宽阔 采光好 双阳台,升龙天汇1号院   ,3室1厅,87.99平米,南,34,未知, 五龙口 ,110,12502
带露台的三房诚心出售1号线400米看房随时联系有钥匙,五建新街坊5号院   ,3室2厅,88.01平米,南,33,未知, 热电厂 ,113,12840
国企开发 亚新一级物业 人车分流 朝南两房 全天无遮挡,郑地璞园   ,2室2厅,89.9平米,南,33,未知, 五龙口 ,110,12236
锦艺旁，金水路，洋房社区，精装修，拎包入住,正商金域世家   ,2室1厅,89.59平米,南,34,未知, 五龙口 ,102,11386
14号线地铁口300米 奥体植物园旁 价格可谈急售,融信融园   ,3室2厅,89.89平米,南,34,未知, 常西湖 ,108,12015
只卖两周，产权清晰零抵押，采光良好，视野开阔房主自荐,工人路187号   ,3室1厅,89.79平米,南,32,未知, 电力新村 ,105,11694
和昌湾景国际 朝南两室 采光无遮挡 视野好 地铁6号线,和昌湾景国际   ,2室2厅,76.55平米,南,34,未知, 儿童公园 ,105,13717
南北通透小三室 20万装修 地暖全屋定制 全屋壁布,和昌澜景   ,3室2厅,89.26平米,南 北,30,未知, 儿童公园 ,112,12548
格局好，户型通透 ，视野开阔，楼层好！！！,锦艺国际华都欧尚   ,3室1厅,89.68平米,南 北,33,未知, 热电厂 ,120,13381
三环内 电梯洋房 1梯2户 南北户型 朝向好 套内面积大,九龙城龙腾西城   ,3室2厅,87.93平米,南,6,未知, 五龙口 ,116,13193
房子 一楼带院 户型方正 地铁一号线口200米,金源第一城   ,2室2厅,88.54平米,南,15,未知, 热电厂 ,116,13102
地铁口、公园旁，全新精装修，交通便利,金水世纪城   ,2室2厅,78.71平米,南 北,32,未知, 五龙口 ,106,13468
南北通透的两房户型，毛坯，诚心卖,领创天誉华庭   ,2室2厅,78.37平米,南 北,27,未知, 五龙口 ,101,12888
二环边高品质洋房小区，客厅朝南带阳台 精装拎包入住房主自荐,正商金域世家   ,2室2厅,88.63平米,南,34,未知, 五龙口 ,120,13540
满二年精装小三房，带有50平大露台，新小区人车分流,建业盛悦府   ,3室2厅,88.94平米,南,34,未知, 五龙口 ,120,13493
品质园林小区 品质精装修 三开间朝南 拎包入住,领创天誉华庭   ,3室1厅,88.73平米,南,33,未知, 五龙口 ,118,13299
小区前排，位置好，业主诚心出售。,锦艺国际华都美域   ,3室1厅,87.85平米,南,32,未知, 热电厂 ,120,13660
院里能停车 看房方便 南北通透 三房  市政府 碧沙岗,林山寨村   ,3室1厅,86.88平米,南 北,7,未知, 郑州晚报社 ,106,12201
锦艺国际华都博郡 3室1厅 南,锦艺国际华都博郡   ,3室1厅,88.2平米,南,33,未知, 热电厂 ,100,11338
采光充足，南北通透，中间楼层，看房方便,方圆经纬社区   ,3室1厅,85.92平米,南 北,27,未知, 王府井 ,103,11988
满五唯一  精装修   完全人车分流  业主诚心出售,保利百合   ,2室2厅,79平米,南,33,未知, 热电厂 ,105,13292
业主自住房 诚心出售 看房方便 小区环境好,升龙天汇9号院   ,3室2厅,89.76平米,南,34,未知, 月季公园 ,105,11698
地铁口 年代新 人车分流 环境优美 业主诚心出售 ！,和润林湖美景   ,3室2厅,89.65平米,西南,34,未知, 热电厂 ,104,11601
业主急售，装修比较好，楼层好，满五唯一,盛润锦绣城东院   ,3室1厅,88.71平米,南,33,未知, 王府井 ,102,11499
22年交房的新小区，业主诚心出，好楼层好位置值得一看,华瑞紫韵雅园   ,3室2厅,89.01平米,南,34,未知, 中原万达 ,105,11797
锦艺三期  中低楼层 采光不遮挡 南向三房 看房方便,锦艺国际华都博郡   ,3室2厅,88.29平米,南,34,未知, 热电厂 ,116,13139
农业路旁20年交房  精装三居室  拎包入住   业主 急售新上,九龙国际   ,3室2厅,89.66平米,南,26,未知, 五龙口 ,112,12492
一梯一户人车分流20年小区环境好急售房主自荐,华瑞紫韵星园   ,3室1厅,89.15平米,南 北,30,未知, 中原万达 ,111,12552
河景房  万达旁  精装修  拎包入住,汇泉景悦城1号院   ,3室2厅,89.1平米,南,34,未知, 中原万达 ,117,13132
人车分流 连廊通透户型 次新小区 地铁 锦艺、华强,领创天誉华庭   ,3室2厅,88.73平米,南,33,未知, 五龙口 ,110,12398
万达旁 精装修三房 2020年次新小区 税费少,阳光城丽景公馆南苑   ,3室2厅,89.35平米,南 北,34,未知, 中原万达 ,110,12312
和昌湾景国际 3室1厅 南,和昌湾景国际   ,3室1厅,89.27平米,南,11,未知, 儿童公园 ,109,12267
精装修，中间楼层，带电梯，满五不唯一，诚心出售,中原新城学府小区   ,2室1厅,73.33平米,西,30,未知, 郑州晚报社 ,110,15001
中原路西三环次新房小区精装三居出售无个税,阳光城丽景公馆南苑   ,3室2厅,89平米,南,34,未知, 中原万达 ,120,13484
房子朝东，温馨小3室。 满五不唯一,工人路26号院   ,3室1厅,72.2平米,东,5,未知, 郑州晚报社 ,118,16344
业主诚意出售，家里装修不错，满五年正常税费,盛润锦绣城东院   ,2室1厅,79.44平米,南,31,未知, 王府井 ,110,13847
一楼带院可做商铺，办公生意很划算,正商明钻二期   ,2室2厅,89.06平米,南,6,未知, 五龙口 ,118,13250
业主诚意出售，满五年唯一，正常税费,盛润锦绣城东院   ,3室1厅,84.67平米,南,31,未知, 王府井 ,110,12992
2015年新社区，满五不唯一，精装2房，采光无遮挡,方圆经纬社区   ,2室1厅,78.5平米,南,31,未知, 王府井 ,120,15287
业主诚意出售，满五年唯一，正常税费,盛润锦绣城东院   ,3室1厅,85.42平米,南 北,34,未知, 王府井 ,113,13229
：新小区，人车分流，小区比较安静，,方圆经纬二期   ,2室2厅,78平米,南,32,未知, 王府井 ,109,13975
房子满五不唯一、南朝向、精装修、诚心出售,盛润锦绣城东院   ,3室1厅,85.43平米,南,34,未知, 王府井 ,110,12877
锦艺城 方圆经纬 15年电梯房 南北通透 精装修三房,方圆经纬社区   ,3室2厅,84.99平米,南 北,31,未知, 王府井 ,118,13884
二环边，满五唯一，精装修两房，好楼层。,方圆经纬社区   ,2室1厅,78.96平米,南,29,未知, 王府井 ,115,14565
房子采光很好，中间楼层，业主诚心出售，看房方便房主自荐,宏江瀚苑   ,2室1厅,86.91平米,东,34,未知, 碧沙岗 ,100,11507
2017年纯人车分流社区地铁口500米南向两室精装修出售,宏江瀚苑   ,2室1厅,86.5平米,南,34,未知, 碧沙岗 ,100,11561
业主急售，装修比较好，满五唯一，精装,盛润锦绣城东院   ,3室1厅,88.89平米,南,33,未知, 王府井 ,118,13275
前排采光无遮挡   看房基本随时   价格可谈 诚意出售,方圆经纬社区   ,2室1厅,80.24平米,南 北,29,未知, 王府井 ,119,14831
房子南北通透，诚心出售，看房方便！,方圆经纬社区   ,3室2厅,84.99平米,南 北,31,未知, 王府井 ,108,12708
盛润锦绣城西院 2室2厅 南,盛润锦绣城西院   ,2室2厅,82.43平米,南,32,未知, 王府井 ,113,13709
纯朝南户型，采光好无遮挡，中间楼层 诚心出售,方圆经纬社区   ,2室2厅,80.3平米,南,27,未知, 王府井 ,100,12454
互小  五一公园   南北格局,郑州中医院家属院   ,2室1厅,79.96平米,南 北,7,未知, 王府井 ,105,13132
客厅朝南带阳台，中区景观，采光无遮挡，业主诚意出售,方圆经纬社区   ,2室1厅,79.65平米,南,32,未知, 王府井 ,106,13309
6号线地铁口，不临高架，采光无遮挡，诚心出售,和昌澜景   ,3室2厅,89.36平米,南 北,31,未知, 儿童公园 ,110,12310
人车分流新小区，没住过人，不临高架，无抵押，随时看,阳光城丽景公馆南苑   ,3室1厅,88.96平米,南 北,34,未知, 中原万达 ,118,13265
前排采光视野好015年社区双地铁,方圆经纬社区   ,2室1厅,80.12平米,南,29,未知, 王府井 ,108,13480
业主急售，装修比较好，楼层好，满五不唯一,盛润锦绣城西院   ,3室1厅,82.43平米,西,32,未知, 王府井 ,116,14073
无遮挡，满五，全屋地暖，精装修，看房方便,方圆经纬社区   ,2室1厅,79.11平米,南,31,未知, 王府井 ,113,14284
楼层好  小区前排 ，采光日照无遮挡  中间楼层,方圆经纬社区   ,2室2厅,80.12平米,南,29,未知, 王府井 ,106,13231
金水西路，正商开发大型社区，优质两房，业主急售！,正商金域世家   ,2室1厅,89.93平米,南,34,未知, 五龙口 ,103,11454
此房满五年，双气，采光充足，设施完善，交通便利,互助路24号院   ,3室1厅,88平米,南 北,7,未知, 王府井 ,110,12500
房子中间楼层，卧室全朝阳采光好。,方圆经纬二期   ,2室1厅,77.32平米,南 西,33,未知, 王府井 ,110,14227
满五年 户型好 小高层 乘坐方便 地铁五合格号线,中原新城王府东院   ,2室2厅,88.35平米,西南,11,未知, 郑州一中 ,100,11319
绿都城南北通透，一楼两房，光线充足，带一个院子房主自荐,郑州绿都城   ,2室1厅,79.61平米,南 北,6,未知, 中原万达 ,106,13315
满五年无贷款，价位实惠，楼层位置俱佳，看房方便,启福尚都   ,2室2厅,75.25平米,南,32,未知, 中原万达 ,104,13821
方圆经纬 双卧朝南大2房 产权清晰 看房方便 配套成熟,方圆经纬社区   ,2室1厅,78.5平米,西南,31,未知, 王府井 ,113,14395
满五唯一，税费少，中低楼层 采光好 楼间距80米,方圆经纬社区   ,2室1厅,84.45平米,南,31,未知, 王府井 ,120,14210
三环内次新小三房 业主诚心出售,九龙国际   ,3室2厅,87.43平米,南,34,未知, 五龙口 ,107,12239
2023年小区，地铁口，万达旁，人车分流环境好,汇泉景悦城1号院   ,3室2厅,88.73平米,南,34,未知, 中原万达 ,102,11496
地铁口，奥体旁，全新毛坯，有钥匙，随时看房,融信望湖宸院   ,3室2厅,88.97平米,南,35,未知, 常西湖 ,115,12926
业主诚意出售，，满五年不唯一，正常税费,盛润锦绣城东院   ,3室1厅,85.43平米,南,34,未知, 王府井 ,120,14047
金水路，洋房社区，精装修，拎包入住,正商金域世家   ,2室2厅,89.69平米,东南,34,未知, 五龙口 ,100,11150
2023年4月份新交房子中间楼层不临高架,景悦城2号院   ,3室2厅,88.33平米,西南,26,未知, 中原万达 ,115,13020
业主诚心出售，价格可谈，采光好，看房方便,方圆经纬社区   ,3室1厅,85.71平米,南 北,31,未知, 王府井 ,120,14001
桐柏南路3号院 2室1厅 南 北,桐柏南路3号院   ,2室1厅,85.44平米,南 北,7,未知, 电力新村 ,108,12641
不临高架，没住过人，智能化新小区，满两年精装好楼层,阳光城丽景公馆南苑   ,3室2厅,87.6平米,东南,34,未知, 中原万达 ,119,13585
新小区 人车分流 风雨连廊 精装二室 业主诚心出售,民安西上一号院   ,2室2厅,71.14平米,南,33,未知, 帝湖 ,105,14760
精装两房，业主诚心卖，位置好配套好物业好,正商金域世家   ,2室1厅,89.84平米,北,34,未知, 五龙口 ,117,13024
电力单位房，户型方正，单位人员素质高,世纪花园   ,2室2厅,79.97平米,南,23,未知, 儿童公园 ,120,15006
一楼带院 花语里一梯两户洋房 诚心出售,花语里   ,2室1厅,82.31平米,南 北,11,未知, 五龙口 ,110,13365
和昌澜景 朝南三房 全明户型  低楼层 噪音小,和昌澜景   ,3室2厅,88.07平米,南,34,未知, 儿童公园 ,105,11923
不临高架 小高层 铝合金定制 零甲醛 6号线口,和昌澜景   ,3室1厅,84.6平米,南,20,未知, 儿童公园 ,103,12175
绿都城一楼带院子 院子40多平 无贷款 急售 好房！,郑州绿都城   ,3室1厅,82.97平米,南 北,6,未知, 中原万达 ,119,14343
和昌澜景，三环内次新小区，地铁6号线，不临街不临路,和昌澜景   ,3室2厅,89.07平米,南,34,未知, 儿童公园 ,113,12687
二环内地铁口精装修户型方正中间楼层诚心出售,方圆经纬社区   ,3室1厅,85.53平米,南,29,未知, 王府井 ,102,11985
5号线地铁口，2014年双气精装，人车分流，看房方便,正大·美丽泉   ,3室1厅,88.39平米,南 北,26,未知, 儿童公园 ,100,11314
奥体旁，地铁口，环境好，诚心出售,融信望湖宸院   ,3室2厅,88.99平米,南,34,未知, 常西湖 ,105,11800
南北通透三室   业主诚意出售    精装修  随时看房,方圆经纬社区   ,3室1厅,86.72平米,南 北,32,未知, 王府井 ,106,12224
方圆经纬三房 采光好 南北通透,方圆经纬社区   ,3室1厅,85.92平米,南 北,32,未知, 王府井 ,110,12803
房子精装修，不临路 中间楼栋 ，看房也方便,金水世纪城   ,3室2厅,87.21平米,南,34,未知, 五龙口 ,115,13187
二环边湖景房，临湖视野，户型方正，采光好，,帝湖花园   ,2室1厅,88.78平米,南 北,6,未知, 帝湖 ,109,12278
新小区 人车分流 风雨连廊 精装三室 业主诚心出售,民安西上一号院   ,3室2厅,88.97平米,南,30,未知, 帝湖 ,110,12364
中原路地铁口 双气大两房 伊河路,中原西路215号院   ,2室1厅,77.44平米,南,8,未知, 郑州晚报社 ,120,15496
小区中间位置，安静 楼层好 园林小区 采光好,方圆经纬社区   ,2室2厅,84.52平米,东南,31,未知, 王府井 ,115,13607
好楼层 南北通透的温馨三居 居家装修 采光刺眼,方圆经纬社区   ,2室1厅,86.72平米,南 北,32,未知, 王府井 ,110,12685
永威泰和景苑地铁口奥体旁品质房子,永威泰和璟苑   ,3室2厅,88.85平米,南,34,未知, 常西湖 ,119,13394
刚交房5年次新房 上73 精装三房  人车分离,民安西上一号院   ,3室2厅,88.44平米,西南,33,未知, 帝湖 ,119,13456
2023年4月份新交房子中间楼层不临高架,景悦城2号院   ,3室2厅,88.33平米,西南,26,未知, 中原万达 ,115,13020
桐柏南路3号院 2室1厅 南 北,桐柏南路3号院   ,2室1厅,85.44平米,南 北,7,未知, 电力新村 ,108,12641
新小区 人车分流 风雨连廊 精装二室 业主诚心出售,民安西上一号院   ,2室2厅,71.14平米,南,33,未知, 帝湖 ,105,14760
业主诚心出售，价格可谈，采光好，看房方便,方圆经纬社区   ,3室1厅,85.71平米,南 北,31,未知, 王府井 ,120,14001
精装两房，业主诚心卖，位置好配套好物业好,正商金域世家   ,2室1厅,89.84平米,北,34,未知, 五龙口 ,117,13024
和昌澜景，三环内次新小区，地铁6号线，不临街不临路,和昌澜景   ,3室2厅,89.07平米,南,34,未知, 儿童公园 ,113,12687
绿都城一楼带院子 院子40多平 无贷款 急售 好房！,郑州绿都城   ,3室1厅,82.97平米,南 北,6,未知, 中原万达 ,119,14343
不临高架，没住过人，智能化新小区，满两年精装好楼层,阳光城丽景公馆南苑   ,3室2厅,87.6平米,东南,34,未知, 中原万达 ,119,13585
楼层好  小区前排 ，采光日照无遮挡  中间楼层,方圆经纬社区   ,2室2厅,80.12平米,南,29,未知, 王府井 ,106,13231
金水西路，正商开发大型社区，优质两房，业主急售！,正商金域世家   ,2室1厅,89.93平米,南,34,未知, 五龙口 ,103,11454
地铁口，奥体旁，全新毛坯，有钥匙，随时看房,融信望湖宸院   ,3室2厅,88.97平米,南,35,未知, 常西湖 ,115,12926
业主诚意出售，，满五年不唯一，正常税费,盛润锦绣城东院   ,3室1厅,85.43平米,南,34,未知, 王府井 ,120,14047
2015年新社区，满五不唯一，精装2房，采光无遮挡,方圆经纬社区   ,2室1厅,78.5平米,南,31,未知, 王府井 ,120,15287
锦艺商圈 双地铁 配套齐全 阳光小三房 拎包入住,锦艺国际华都博郡   ,3室2厅,88.29平米,南,34,未知, 热电厂 ,120,13592
2023年9月装修，价格实惠，看房方便。,民安西上一号院   ,3室1厅,89.03平米,南,33,未知, 帝湖 ,116,13030
前面采光无遮挡，视野开阔 满五年 业主诚心卖,锦艺国际华都美域   ,3室1厅,88.11平米,南 北,32,未知, 热电厂 ,103,11690
伊河路150号院 3室1厅 南 北,伊河路150号院   ,3室1厅,78.08平米,南 北,5,未知, 郑州晚报社 ,110,14089
康桥上城品 通透三房 使用面积大 得房率高,康桥上城品   ,3室2厅,87.95平米,南,27,未知, 儿童公园 ,105,11939
公务员小区，西流湖边，地铁口，大两房，诚心出售,启福尚都   ,2室2厅,77.21平米,南,32,未知, 中原万达 ,105,13600
和昌澜景   通透二室  地铁口   交通便利,和昌澜景   ,2室1厅,74.92平米,南,34,未知, 儿童公园 ,100,13348
经典双阳台，两房户型方正，中间楼层，满五唯一,保利心语一期   ,2室2厅,87.03平米,南,34,未知, 中原万达 ,115,13214
配套成熟，清凉幽静，格局明朗大方，楼层好，配套齐全,盛润锦绣城西院   ,2室2厅,81.71平米,东 南,32,未知, 王府井 ,100,12239
盛润锦绣城东院 3室2厅 南 西南新上,盛润锦绣城东院   ,3室2厅,86.42平米,南 西南,34,未知, 王府井 ,115,13308
20年交房，精装大阳台小三房，光线好无遮挡 诚心出售,和昌澜景   ,3室1厅,89.44平米,南,33,未知, 儿童公园 ,112,12523
满五年唯一住房 ，精装双气两房 业主诚心出售新上,盛润锦绣城东院   ,2室1厅,79.44平米,南 北,31,未知, 王府井 ,115,14477
西流湖，地铁十号线，无抵押无贷款,启福尚都   ,2室2厅,77.36平米,南,32,未知, 中原万达 ,106,13703
锦艺三期  中低楼层 采光不遮挡 南向三房 看房方便,锦艺国际华都博郡   ,3室2厅,88.29平米,南,34,未知, 热电厂 ,116,13139
人车分流 连廊通透户型 次新小区 地铁 锦艺、华强,领创天誉华庭   ,3室2厅,88.73平米,南,33,未知, 五龙口 ,110,12398
22年交房的新小区，业主诚心出，好楼层好位置值得一看,华瑞紫韵雅园   ,3室2厅,89.01平米,南,34,未知, 中原万达 ,105,11797
河景房  万达旁  精装修  拎包入住,汇泉景悦城1号院   ,3室2厅,89.1平米,南,34,未知, 中原万达 ,117,13132
此房满五多层二楼  户型方正  距离双地铁口大概300米,棉纺西路新楼   ,2室2厅,82.76平米,南 北,7,未知, 王府井 ,105,12688
劲爆！四楼带平台双气小三房 业主诚心出售！,工人路186号   ,3室1厅,83.59平米,南,22,未知, 电力新村 ,110,13160
房子满五年唯一，正常税费，业主诚意出售,盛润锦绣城东院   ,3室1厅,85.43平米,南,34,未知, 王府井 ,113,13228
前排89平3房 中间楼栋 全明户型 业主诚信出售,盛润锦绣城东院   ,3室2厅,88.72平米,南,33,未知, 王府井 ,115,12963
花语里铂金楼层，耀眼装修视野宽，无忧看房中！,花语里   ,2室1厅,88.47平米,南 北,18,未知, 五龙口 ,113,12773
房子中间楼层，卧室全朝阳采光好。,方圆经纬二期   ,2室1厅,77.32平米,南 西,33,未知, 王府井 ,110,14227
盛润锦绣城，精装3房，地铁口，诚心出售，看房方便房主自荐,盛润锦绣城东院   ,3室1厅,85.42平米,南,34,未知, 王府井 ,120,14049
满五年，中间楼层，2007年双气，毛坯房，南北通透,郑州国棉四厂   ,2室2厅,86.23平米,南 北,6,未知, 王府井 ,110,12757
此房满五唯一无抵押，前排楼栋视野采光好，诚心出售,方圆经纬社区   ,3室1厅,85.92平米,南 北,32,未知, 王府井 ,118,13734
万达旁 一楼带院子 通透两房 采光好 公摊小 交通便利房主自荐,湖光苑   ,2室2厅,77.89平米,南 北,6,未知, 中原万达 ,102,13096
二环线，湖边多层，配套成熟。税费少，户型好,帝湖花园   ,2室1厅,86.09平米,南 北,6,未知, 帝湖 ,105,12197
满五唯一，看房方便。配套很好楼层不错,中原工学院家属院   ,2室2厅,83.62平米,南 北,7,未知, 王府井 ,120,14351
采光好，6号线，人车分流，次新小区绿化好；,和昌澜景   ,3室2厅,87.14平米,南,26,未知, 儿童公园 ,101,11591
《贝壳优选》三环内 地铁口 次新小区 南北 不临高架,和昌湾景国际   ,3室2厅,88.15平米,南 北,34,未知, 儿童公园 ,100,11345
民安西上小区，18年人车分流小区，花园式社区。,民安西上一号院   ,2室1厅,72.07平米,南,33,未知, 帝湖 ,103,14292
郑州工业贸易北家属院，业主诚心出售，看房方便,郑州工业贸易学校北家属院   ,2室1厅,74.24平米,南 北,6,未知, 王府井 ,116,15626
前排带露台，客厅朝南采光不挡  附带负一车位,方圆经纬社区   ,2室1厅,79.73平米,南 北,29,未知, 王府井 ,108,13546
航海路万科民安西上 人车分流 风雨连廊 精装修！,民安西上一号院   ,3室1厅,71.1平米,南,33,未知, 帝湖 ,105,14768
保利心语小三房，纯朝南户型，全明户型,保利心语一期   ,3室1厅,83.89平米,南,34,未知, 中原万达 ,103,12278
房子对流，小区中间，观景楼层，采光充足，满五唯一,方圆经纬社区   ,3室1厅,84.99平米,南 北,31,未知, 王府井 ,120,14120
盛润锦绣城西院 2室2厅 南,盛润锦绣城西院   ,2室2厅,82.43平米,南,32,未知, 王府井 ,104,12726
满五唯一  楼层适中 喜欢楼层低的看过来,方圆经纬二期   ,3室2厅,82.45平米,南 北,33,未知, 王府井 ,120,14555
不临高架 地暖精装 全屋定制 6号线口,和昌澜景   ,3室1厅,89.16平米,南,33,未知, 儿童公园 ,105,11777
盛润锦绣城东院 南北通透全明户型 业主诚心出售,盛润锦绣城东院   ,3室1厅,85.43平米,南 北,34,未知, 王府井 ,120,14047
中间楼层，采光视线不挡，户型方正，视觉俱佳,中原新城学府小区   ,1室1厅,73.33平米,西,30,未知, 郑州晚报社 ,113,15410
前排采光视野好015年社区双地铁,方圆经纬社区   ,2室1厅,80.12平米,南,29,未知, 王府井 ,108,13480
西流湖旁次新小区人车分流交通便利,凤凰城凤雅苑   ,3室1厅,89.18平米,南,33,未知, 中原万达 ,115,12896
前排采光无遮挡   看房基本随时   价格可谈 诚意出售,方圆经纬社区   ,2室1厅,80.24平米,南 北,29,未知, 王府井 ,119,14831
花语里铂金楼层，耀眼装修视野宽，无忧看房中！,花语里   ,2室1厅,88.47平米,南 北,18,未知, 五龙口 ,113,12773
房子中间楼层，卧室全朝阳采光好。,方圆经纬二期   ,2室1厅,77.32平米,南 西,33,未知, 王府井 ,110,14227
盛润锦绣城，精装3房，地铁口，诚心出售，看房方便房主自荐,盛润锦绣城东院   ,3室1厅,85.42平米,南,34,未知, 王府井 ,120,14049
满五唯一，看房方便。配套很好楼层不错,中原工学院家属院   ,2室2厅,83.62平米,南 北,7,未知, 王府井 ,120,14351
航海路万科民安西上 人车分流 风雨连廊 精装修！,民安西上一号院   ,3室1厅,71.1平米,南,33,未知, 帝湖 ,105,14768
民安西上小区，18年人车分流小区，花园式社区。,民安西上一号院   ,2室1厅,72.07平米,南,33,未知, 帝湖 ,103,14292
郑州工业贸易北家属院，业主诚心出售，看房方便,郑州工业贸易学校北家属院   ,2室1厅,74.24平米,南 北,6,未知, 王府井 ,116,15626
房子对流，小区中间，观景楼层，采光充足，满五唯一,方圆经纬社区   ,3室1厅,84.99平米,南 北,31,未知, 王府井 ,120,14120
采光好，6号线，人车分流，次新小区绿化好；,和昌澜景   ,3室2厅,87.14平米,南,26,未知, 儿童公园 ,101,11591
