标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
房型好+顶楼复式+2005年房龄新+小区环境好,龙沟新苑   ,2室1厅,78.59平米,南,6,2005, 北蔡 ,598,76092
滨江两室 目前改成大一房 双朝南户型 位置安静,滨江大楼   ,2室1厅,70.76平米,南,24,1997, 陆家嘴 ,535,75608
陆家嘴黄浦江边 高区双南全明户型 业主诚意出售税费少房主自荐,滨江大楼   ,2室1厅,70.76平米,南,24,1997, 陆家嘴 ,540,76315
世纪公园地铁站，商品南北2房，无增值税，出价就谈房主自荐,樱花坊   ,2室1厅,77.49平米,南,6,1995, 花木 ,660,85173
位置安静，边套全明户型，转角大飘窗，万科品质三房,万科金色雅筑   ,3室1厅,89.21平米,南,11,2008, 三林 ,738,82727
7号线地铁 双南两房 地铁步行可达 采光无遮挡 视野好,由由七村   ,2室1厅,83.41平米,南,6,1995, 北蔡 ,535,64141
户型正气，满五大两房，诚意出售，看房提前联系房主自荐,明天华城   ,2室1厅,88.5平米,南,17,2011, 周浦 ,635,71752
南北通户型，地铁口100米，配套成熟房主自荐,南二街坊   ,3室1厅,85.98平米,东 东南,6,1998, 金桥 ,510,59317
新杨思+明珠c急售好房！精装修+飞机户型+诚意卖税少,新里城和合苑   ,3室2厅,87.24平米,南,6,1999, 杨思前滩 ,715,81958
正两房带阁楼和露台，三规交通，景观位置满五，光线好房主自荐,证大家园(二期)   ,2室2厅,84.52平米,南,6,2002, 金桥 ,588,69570
前排位置满五不为一业主诚意出售的方正户型,明丰花园   ,2室2厅,83.79平米,南 北,6,2002, 三林 ,565,67431
带庭院，位置安静，看房随时，诚意出售,证大家园(二期)   ,2室2厅,89.55平米,南,6,2002, 金桥 ,720,80403
高区电梯两房，全明户型，视野开阔，全南两房,东园三村小区   ,2室2厅,79.23平米,南,26,1995, 陆家嘴 ,790,99710
世纪公园站500米小区中间位置+边套全明+业主诚售,樱花路309弄   ,2室2厅,78.65平米,南,6,2006, 花木 ,760,96631
房型好+顶楼复式+2005年房龄新+小区环境好,龙沟新苑   ,2室1厅,78.59平米,南,6,2005, 北蔡 ,598,76092
滨康大楼 2室1厅 西南,滨康大楼   ,2室1厅,76.17平米,西南,18,1995, 陆家嘴 ,650,85336
张江南！精装+复式大三房！花园位置 业主诚意,三林世博家园(新浦路251弄)   ,3室2厅,75.08平米,南,6,2006, 杨思前滩 ,510,67928
诚心出售，户型方正，南北通，楼层佳,金芝苑   ,2室2厅,88.65平米,南,6,1997, 金杨 ,538,60689
陆家嘴黄浦江边 高区双南全明户型 业主诚意出售税费少房主自荐,滨江大楼   ,2室1厅,70.76平米,南,24,1997, 陆家嘴 ,540,76315
高区双南两房 视野开阔可看江  二次全屋精装拎包住,滨江大楼   ,2室1厅,78.72平米,南,24,1997, 陆家嘴 ,620,78761
房东诚意出售  浦三路地铁站  看房方便,明丰花园   ,2室1厅,83.56平米,南 北,6,2002, 三林 ,550,65821
滨江两室 目前改成大一房 双朝南户型 位置安静,滨江大楼   ,2室1厅,70.76平米,南,24,1997, 陆家嘴 ,535,75608
位置安静，边套全明户型，转角大飘窗，万科品质三房,万科金色雅筑   ,3室1厅,89.21平米,南,11,2008, 三林 ,738,82727
南北通户型，地铁口100米，配套成熟房主自荐,南二街坊   ,3室1厅,85.98平米,东 东南,6,1998, 金桥 ,510,59317
户型正气，满五大两房，诚意出售，看房提前联系房主自荐,明天华城   ,2室1厅,88.5平米,南,17,2011, 周浦 ,635,71752
7号线地铁 双南两房 地铁步行可达 采光无遮挡 视野好,由由七村   ,2室1厅,83.41平米,南,6,1995, 北蔡 ,535,64141
御桥外环内+次新房+双地铁+品质小区房主自荐,绿洲康城亲水湾(中央区)   ,2室2厅,79.48平米,南 北,20,2017, 御桥 ,574,72220
世纪公园站500米小区中间位置+边套全明+业主诚售,樱花路309弄   ,2室2厅,78.65平米,南,6,2006, 花木 ,760,96631
世纪公园地铁站，商品南北2房，无增值税，出价就谈房主自荐,樱花坊   ,2室1厅,77.49平米,南,6,1995, 花木 ,660,85173
新杨思+明珠c急售好房！精装修+飞机户型+诚意卖税少,新里城和合苑   ,3室2厅,87.24平米,南,6,1999, 杨思前滩 ,715,81958
高区电梯两房，全明户型，视野开阔，全南两房,东园三村小区   ,2室2厅,79.23平米,南,26,1995, 陆家嘴 ,790,99710
带庭院，位置安静，看房随时，诚意出售,证大家园(二期)   ,2室2厅,89.55平米,南,6,2002, 金桥 ,720,80403
好位置！好楼层！阳台不计面积！装修好！户型板正！,绿地崴廉公寓   ,2室1厅,86.85平米,南,11,2007, 高行 ,610,70237
金色中环，经典两房，满五税费少，诚意出售,地杰国际城D街坊   ,2室2厅,80.96平米,南,18,2009, 御桥 ,598,73864
金色中环  御桥 精装婚房85平   拎包入住,地杰国际城D街坊   ,2室1厅,84.8平米,南,27,2009, 御桥 ,609,71817
正规复式，楼上楼下面积一样，南北双大露台。,安康新村   ,3室2厅,82.96平米,南,5,2004, 周浦 ,510,61476
叠墅享受，地下室+花园，双倍使用面积，品质小区,明天华城   ,3室2厅,87.66平米,南 北,17,2012, 周浦 ,599,68333
银良公寓 2室1厅 南,银良公寓   ,2室1厅,77.74平米,南,18,1997, 花木 ,510,65604
原始三房，户型通透采光好，业主诚意房主自荐,三林苑（一期）   ,3室1厅,89.3平米,南 北,6,1995, 三林 ,539,60359
陆家嘴精装有地暖，全明户型电梯房，采光好，视野佳，房主自荐,东园三村小区   ,2室1厅,83.21平米,东南,26,1995, 陆家嘴 ,700,84125
此房满五年，一梯两户，带院子，位置安静，只有一套房,金芝苑   ,2室2厅,89.08平米,南,6,1997, 金杨 ,560,62865
巨东小区 3室2厅 南,巨东小区   ,3室2厅,77.72平米,南,6,1994, 洋泾 ,700,90067
新上| 沪都风景繁华地 百年难遇此室庐 陆家嘴滨江2室,滨江大楼   ,2室1厅,70.78平米,南,24,1997, 陆家嘴 ,528,74598
硬装30万+全屋定制+近地铁+近商场,盛源公寓   ,2室2厅,86.64平米,南 北,6,2003, 三林 ,575,66367
新里城和合苑 2室2厅 南,新里城和合苑   ,2室2厅,79.5平米,南,6,1999, 杨思前滩 ,620,77988
金色中环，经典两房，满五税费少，诚意出售,地杰国际城D街坊   ,2室2厅,80.96平米,南,18,2009, 御桥 ,598,73864
好位置！好楼层！阳台不计面积！装修好！户型板正！,绿地崴廉公寓   ,2室1厅,86.85平米,南,11,2007, 高行 ,610,70237
金色中环  御桥 精装婚房85平   拎包入住,地杰国际城D街坊   ,2室1厅,84.8平米,南,27,2009, 御桥 ,609,71817
满五年唯1，看房方便，两层复式房，四房两厅两卫的。房主自荐,安康新村   ,2室2厅,82.96平米,南,5,2004, 周浦 ,539,64972
自住精装保养好  置换诚意出售  可以等周期房主自荐,阳光城丽景湾PLUS   ,2室2厅,88.76平米,南 北,18,2016, 康桥 ,630,70978
18号线康桥站 万科物业 人车分流 配套完善 精装交付,中邦大都会   ,2室1厅,73.38平米,南,23,2016, 康桥 ,530,72227
杨思路地铁口+大两房+精装修+诚意出售,长清路595弄   ,2室2厅,78.02平米,南,7,1999, 杨思前滩 ,520,66650
03年商品房品质小区，满 五年税费少地铁二百米。,东陆新村五街坊   ,3室1厅,78.24平米,南,6,2003, 金桥 ,586,74898
电梯房，明珠+东昌，总价低+单价低,潍坊十村   ,3室1厅,74.62平米,南,6,1986, 潍坊 ,570,76388
税费各付 不靠路 业主诚意出售,鹏欣家园   ,2室1厅,81.18平米,南,6,1998, 南码头 ,535,65903
品质小区 精装修 满五年V一住房 诚意出售 预约看房房主自荐,阳光城丽景湾PLUS   ,2室2厅,88.76平米,南 北,18,2016, 康桥 ,628,70753
满五年，双南全明户型，顶楼复式，业主诚意出售房主自荐,双秀北园   ,4室2厅,86.51平米,南,6,2003, 康桥 ,560,64733
地段好+精装修+满五少个税+小两房,陈家宅小区(潍坊西路)   ,2室1厅,73.42平米,南,18,1996, 陆家嘴 ,580,78998
新上房源，此房满五年税费少，近地铁站，业主诚意出售,竹园高层   ,3室1厅,82.18平米,南,22,1989, 源深 ,630,76661
电梯两房，户型布局合理，有独立客厅，看房方便,陈家宅小区(潍坊西路)   ,2室1厅,71.11平米,南 西,18,1996, 陆家嘴 ,550,77345
（官方认可、商圈力荐）黄山始信苑南北通两居室,黄山始信苑   ,2室2厅,80.08平米,南,6,1999, 金杨 ,750,93657
地杰国际城三期，经典全南两房，业主诚意出售,地杰国际城D街坊   ,2室2厅,80.25平米,南,18,2009, 御桥 ,590,73521
银良公寓 2室1厅 南,银良公寓   ,2室1厅,77.74平米,南,18,1997, 花木 ,510,65604
精装 轻奢奶油风 近地铁11号线中区视野好成交热门楼盘房主自荐,永泰花苑   ,2室1厅,71.78平米,南,11,2004, 三林 ,520,72444
半人车分流带花园+小区WEI一一套带花园在售的,阳光城丽景湾PLUS   ,2室2厅,88.76平米,南,18,2016, 康桥 ,559,62979
竹园内高层 中高层 视野好  安静不临街 近地铁 满五年,竹园高层   ,2室1厅,72.08平米,南,22,1993, 源深 ,570,79079
南北通户型，楼层采光好，位置佳，双澧溪，房主自荐,果园二村   ,2室2厅,88.68平米,南 北,5,2002, 周浦 ,520,58638
电梯商品房，中间楼层，两房朝南，采光非。常好房主自荐,东明苑   ,2室1厅,78.1平米,南,24,1998, 世博 ,560,71703
中海御景熙岸 中区精装两房 满五年 诚意出售房主自荐,中海御景熙岸(公寓)   ,2室2厅,82.3平米,南 北,18,2011, 三林 ,520,63184
中环商品房小区+双线地铁+边套南北通风户型房主自荐,桃李家园   ,2室2厅,89.47平米,南 北,6,2005, 杨思前滩 ,765,85504
9.12.21三轨道出行，总价低，电梯,阳光城市家园   ,2室2厅,81.31平米,南,17,2009, 金桥 ,560,68873
商品房建平边套全明户型有钥匙地铁九号线诚意出售随签房主自荐,金鹏苑   ,3室1厅,88.03平米,南,6,1997, 金桥 ,527,59866
业主急售 装修保养好 近地铁 近360广场 配套好,双秀北园   ,4室2厅,76.77平米,南,4,2003, 康桥 ,500,65130
2013年次新房，地铁50米，两房朝南，高区采光，视野好房主自荐,大华锦绣华城(十五街区)   ,2室2厅,77.13平米,南,18,2013, 北蔡 ,760,98535
地铁口，配套成熟，户型方正，税费各付，看房方便房主自荐,锦博苑   ,2室2厅,79.71平米,南 北,6,2007, 北蔡 ,618,77532
十万火急+电梯高层+精装修拎包入住+南北通+税费少,高海家苑   ,2室2厅,88.61平米,南 北,14,2011, 高行 ,776,87575
2013年次新房，地铁50米，两房朝南，高区采光，视野好房主自荐,大华锦绣华城(十五街区)   ,2室2厅,77.13平米,南,18,2013, 北蔡 ,760,98535
业主急售 装修保养好 近地铁 近360广场 配套好,双秀北园   ,4室2厅,76.77平米,南,4,2003, 康桥 ,500,65130
商品房建平边套全明户型有钥匙地铁九号线诚意出售随签房主自荐,金鹏苑   ,3室1厅,88.03平米,南,6,1997, 金桥 ,527,59866
低总价，出行方便自带商场的商品房房主自荐,海富花园   ,2室1厅,79平米,西北,25,1996, 塘桥 ,548,69368
陆家嘴全明两房带厅，电梯中区，急售，看房预约房主自荐,陈家宅小区(潍坊西路)   ,2室1厅,73.42平米,南,18,1996, 陆家嘴 ,530,72188
9.12.21三轨道出行，总价低，电梯,阳光城市家园   ,2室2厅,81.31平米,南,17,2009, 金桥 ,560,68873
此房户型好地铁7/13号线  诚意出售  昌邑，带大院子房主自荐,大华锦绣华城(九街区)   ,2室2厅,82.96平米,南,14,2006, 北蔡 ,599,72204
建平电梯诚意出售有电梯，精装修，满五年，建平单价低房主自荐,梅园教师公寓   ,2室1厅,77.86平米,南,12,1987, 梅园 ,695,89263
东方城市花园(二期) 1室2厅 南,东方城市花园(二期)   ,1室2厅,78.25平米,南,24,2005, 南码头 ,700,89457
精装边套两房高区景观层带30平露台 业主置换诚意出售房主自荐,明天华城   ,2室1厅,85.18平米,南,18,2017, 周浦 ,599,70322
大华锦绣华城(二街区) 2室1厅 南,大华锦绣华城(二街区)   ,2室1厅,76.04平米,南,18,2012, 北蔡 ,600,78906
品质小区、电梯房、香奈名邸、近地铁房主自荐,华府188   ,3室2厅,88.51平米,南,22,2016, 川沙 ,750,84737
此房满五，精装修，拎包入住，交通便利,市政大楼   ,2室1厅,70.9平米,西南,18,1992, 梅园 ,688,97039
低密度品质小区南北2房，中间楼层小区中间位置,龙阳花苑   ,2室2厅,80.67平米,南 北,6,1998, 南码头 ,720,89253
内环边浦东图书馆旁+中间楼层+南北通户型方正+税费少,文化馨苑   ,2室1厅,76.24平米,南,6,2004, 北蔡 ,625,81978
小区花园位置不靠路，满五+1带车位~~~房主自荐,世茂云图   ,3室2厅,86.06平米,南,16,2017, 康桥 ,668,77621
满五wy 楼层好 视野开阔 采光好 配套齐全,绿地康桥新苑   ,2室2厅,89.49平米,南,14,2004, 康桥 ,570,63695
房源房源新杨思万科新里程明珠C开发商装修，看房方便,万科新里程   ,1室2厅,72.1平米,南,14,2007, 杨思前滩 ,660,91540
电梯房景观房18号康桥站万科物业,绿地康桥新苑   ,2室2厅,87.97平米,南,14,2004, 康桥 ,558,63431
精品两居，精品装修，房子观感好，交通便捷,花木苑   ,2室1厅,74.81平米,南,6,2000, 花木 ,655,87556
商品房 一楼带花园 户型好 价格便宜 诚意卖的,金和佳园   ,2室2厅,88.63平米,南,6,2003, 金桥 ,520,58671
雪野二村 3室1厅 南,雪野二村   ,3室1厅,72.7平米,南,6,1986, 世博 ,560,77029
精装两房，品质小区，高区景观房，业主诚意出售房主自荐,浦发罗兰翡丽   ,2室1厅,80.21平米,南,16,2017, 唐镇 ,700,87271
绿洲康城亲水湾(中央区) 2室1厅 南,绿洲康城亲水湾(中央区)   ,2室1厅,73.34平米,南,20,2017, 御桥 ,530,72267
拎包入住装修，中间楼层，南北通透户型，诚意出售,潍坊十村   ,3室1厅,75.73平米,南 北,6,1986, 潍坊 ,650,85832
满五唯，一，地铁口，公园旁，xx房,牡丹小区(浦东)   ,2室1厅,73.34平米,南,6,1996, 花木 ,560,76357
近地铁，澧溪南北正气大两房，好楼层采光无遮挡房主自荐,明天华城   ,2室2厅,88.13平米,南 北,17,2011, 周浦 ,596,67628
次新小区品质社区人车分流，高区视野采光好，飞机户型,海富城市花园四期   ,3室2厅,89.72平米,南 北,21,2022, 周浦 ,788,87829
欣赏商品房 电梯好位置 环境好 背后公园,川杨新苑(一期)   ,2室2厅,87.8平米,南,13,2007, 张江 ,550,62643
明珠迎桥.双院子.采光无遮挡.南边通透.有钥匙随时看房,东力新村   ,2室2厅,81.53平米,南 北,6,2003, 高行 ,520,63781
绿地开发绿化45%南北户型视野采光无遮挡 诚心出售,绿地东上海二期   ,2室2厅,88.04平米,南,14,2010, 周浦 ,550,62472
前滩辐射+全南3房+满屋阳光+样板房,中海御景熙岸(公寓)   ,3室2厅,88.41平米,南,18,2011, 三林 ,540,61080
唐镇热门小区 三房 小区环境安逸诚心出售 满五年房主自荐,浦发罗兰翡丽   ,3室2厅,87.75平米,南,18,2017, 唐镇 ,748,85243
繁荣昌盛 2室1厅 东 南,繁荣昌盛   ,2室1厅,82.62平米,东 南,26,1996, 潍坊 ,660,79884
满五，税费低，户型方正全明，布局合理，近地铁,芳华路253弄   ,3室1厅,84.08平米,南,6,1995, 北蔡 ,519,61727
地铁商品房+中间楼层+诚意卖南北通户型+不靠路+栋距大房主自荐,明丰花园   ,2室2厅,83.83平米,南,6,2002, 三林 ,540,64417
格局视野宽阔采光充足配套设施齐全,绿地崴廉公寓   ,2室2厅,88.16平米,南,14,2005, 高行 ,536,60799
保利开发＋附8平＋采光充足前排别墅＋诚意出售房主自荐,保利林语溪(公寓)   ,2室2厅,89.63平米,南 北,18,2011, 三林 ,500,55785
18号线康桥站+万科物业+电梯中层+采光无遮挡！房主自荐,绿地康桥新苑   ,2室2厅,87.58平米,南,14,2004, 康桥 ,533,60859
低单价两房中间楼层自住装修居住舒适不拥挤,陈家门小区   ,3室1厅,77.03平米,南 北,6,1987, 梅园 ,566,73478
品质小区、电梯房、香奈名邸、近地铁房主自荐,华府188   ,3室2厅,88.51平米,南,22,2016, 川沙 ,750,84737
商品房 一楼带花园 户型好 价格便宜 诚意卖的,金和佳园   ,2室2厅,88.63平米,南,6,2003, 金桥 ,520,58671
东方城市花园(二期) 1室2厅 南,东方城市花园(二期)   ,1室2厅,78.25平米,南,24,2005, 南码头 ,700,89457
精装边套两房高区景观层带30平露台 业主置换诚意出售房主自荐,明天华城   ,2室1厅,85.18平米,南,18,2017, 周浦 ,599,70322
电梯房景观房18号康桥站万科物业,绿地康桥新苑   ,2室2厅,87.97平米,南,14,2004, 康桥 ,558,63431
精品两居，精品装修，房子观感好，交通便捷,花木苑   ,2室1厅,74.81平米,南,6,2000, 花木 ,655,87556
此房满五，精装修，拎包入住，交通便利,市政大楼   ,2室1厅,70.9平米,西南,18,1992, 梅园 ,688,97039
低总价，出行方便自带商场的商品房房主自荐,海富花园   ,2室1厅,79平米,西北,25,1996, 塘桥 ,548,69368
